PNPRE,SHSA,WCMAX,DPMRC,WLV,WLL,HUMR,DPMR,HUMI,WULI,LNCMIN,WRB,FOAC,CREMRI,WINPUT,WRT,NINPN,TTCAN,LNCI,NPL,CO2A,RMRE,DCST,DCSR,DCSS,IR3A,LAT,NSWI,TLAI,WUL,TSN,CRTI,IR2T,CRTD,DECRPM,DECRPN,TSW,RFIR,NLVI,HTMX,HUM,RPMR,NLVD,RPMI,LITN,FMIN,FNN6T,DAPAR,LITC,IFSH,EAJMAX,IR5A,STTIME,NCHK,DRPM,COEFT,BLD,IR5T,COEFR,k,DCDT,DCDS,FNA4T,FNN8,IR2A,FNN2,FNN3,FNN1,FNN6,FNN7,FNN4,FNN5,FT,MINNUL,STEMNC,DOY,CTOT,FM,MDN,RRMUL,FCLV,DDTR,TPCAN,RNRT,RWRT,RHUM,FCRVR,FCRVS,DFS,NRES,WCLL,INSP,SEEDNC,NINPA,SC,TMIN,RNNLL,CSST,FNA7T,PSEN,KCRN,TOC,DPN,DPM,DAVTMP,LVDS,FNN2T,ONC,LS,NNLLI,RAIN,WCI,CFO,SLNT,NITRUL,BHC,DENIUL,PPCAN,SLNB,CFV,FVPD,PNC,RESCO2,EPSP,RSS,APCANN,CLVI,SHSAN,CLVD,APCANS,CCFIX,RMUL,RMUN,NNLL,RMUA,RX,RD,RG,RA,RM,RN,RMUS,LNLV,RTNLV,NMINER,TNLV,LAI,MDNUL,RHT,LEGUME,RPNI,FMLL,MTDR,MTDV,TMMX,IR4A,ASSA,RDMX,TMMN,PESOIL,MINAUL,IR4T,NNUL,NLV,IR3T,NRTD,FNA3T,RMLD,NRTI,FLWCS,FLWCT,WSH,CSO,CSH,EG,DLAI,LWIDTH,SEEDW,MDNLL,FFAT,DAYL,RBIO,DPMR0,TIME,TBD,FCSO,BIOI,IR1T,RDPN,TNUPT,RDPM,NBK,TAVSS,DDLP,RCLV,FCSH,RDCDTP,RDCDTR,RMN,ESDI,LNC,LAYNA,MINALL,AESOIL,LAYNN,HNCCR,NDEM,CLV,FNA1T,KN,KL,KR,KW,FNN7T,RNDEMP,NCR,RPMRC,CCHK,RNCMIN,DS,BIO,RNALL,RPM,RPN,RESTOT,SLP,NTOT,LEAUL,SLN,SLA,RNST,RNREOE,RNREOF,RCSO,RPMR0,RNSO,NRT,SINLD,NSUPNS,FCSST,WN,RNRES,RSFNA,RWUG,RWUL,FNN8T,FPRO,FCAR,IR7A,NAI,WLLI,FNA6T,IR7T,SLNBC,SLNBI,FNN3T
0.7,  nan,0.35,10,  nan,31.97,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05966,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,39.54,  nan,1.06628,15,  nan,  nan,  nan,  nan,4.5,0.0124,0.7054,  nan,0.3,0.01185,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,-0.1517,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,120,  nan,1,  nan,  nan,  nan,5184000,  nan,0,  nan,  nan,0,  nan,11,  nan,0.26973,-2,0.04625,0,1352.69116,14.6,  nan,  nan,65,0,0.03994,7193,  nan,  nan,18.292,  nan,15,0,0,2.41172,4.5,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,0.33675,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,6.06412,0.1641,0.095714286,  nan,0,1,36.93,1,23.0889,34.7627,14.8,0,  nan,100,9.6,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,9.723125,0.35,  nan,0.025,0.2148,  nan,0.02,14.4905,  nan,10,120,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,14.96301,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00506,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.20919,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.19289,0,  nan,3.1,  nan,0,0,4.6,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,38.01,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05967,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,39.54,  nan,1.06628,15,  nan,  nan,  nan,  nan,5.5,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,121,  nan,1,  nan,  nan,  nan,15552000,  nan,0,  nan,  nan,0,  nan,12,  nan,0.26973,-2,0.04625,0,1351.95691,11.7,  nan,  nan,65,0,0.03994,7193,  nan,  nan,18.161,  nan,15,0,0,2.41172,5.5,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,6.0685,0.1641,0.102285714,  nan,0,1,36.93,1,23.0889,34.7627,15.8,0,  nan,100,6.7,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,9.8134375,0.35,  nan,0.025,0.2148,  nan,0.02,14.5504,  nan,10,121,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.02501,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00502,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.22897,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.19708,0,  nan,4.7,  nan,0,0,5.6,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,38.01,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05969,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,38.86,  nan,1.06628,15,  nan,  nan,  nan,  nan,5.3,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,122,  nan,1,  nan,  nan,  nan,13824000,  nan,0,  nan,  nan,0,  nan,13,  nan,0.26973,-2,0.04625,0,1351.22705,13.2,  nan,  nan,65,0,0.03994,7193,  nan,  nan,22.004,  nan,15,0,0,2.41172,5.3,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.108857143,  nan,0,1,36.93,1,23.0889,34.7627,20.6,0,  nan,100,8.2,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,9.90375,0.35,  nan,0.025,0.2148,  nan,0.02,14.60987,  nan,10,122,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.08662,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00497,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.25192,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.20121,0,  nan,3.5,  nan,0,0,5.4,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,37.58,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.0597,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,37.92,  nan,1.06628,15,  nan,  nan,  nan,  nan,3.4,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,123,  nan,1,  nan,  nan,  nan,19440000,  nan,0,  nan,  nan,0,  nan,14,  nan,0.26973,-2,0.04625,0,1350.50183,13.9,  nan,  nan,65,0,0.03994,7193,  nan,  nan,18.515,  nan,15,0,0,2.41172,3.4,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.115428571,  nan,0,1,36.93,1,23.0889,34.7627,15.4,0,  nan,100,8.9,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,9.9940625,0.35,  nan,0.025,0.2148,  nan,0.02,14.66891,  nan,10,123,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.14784,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00493,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.27291,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.20528,0,  nan,6.2,  nan,0,0,3.5,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,36.9,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05971,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,37.58,  nan,1.06628,15,  nan,  nan,  nan,  nan,0,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,124,  nan,1,  nan,  nan,  nan,25661000,  nan,0,  nan,  nan,0,  nan,15,  nan,0.26973,-2,0.04625,0,1349.78162,13.2,  nan,  nan,65,0,0.03994,7193,  nan,  nan,24.063,  nan,15,0,0,2.41172,0,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.122,  nan,0,1,36.93,1,23.0889,34.7627,23.5,0,  nan,100,8.2,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.084375,0.35,  nan,0.025,0.2148,  nan,0.02,14.72747,  nan,10,124,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.20862,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00488,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.29667,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.20929,0,  nan,2.9,  nan,0,0,0.1,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,36.22,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05972,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,36.56,  nan,1.06628,15,  nan,  nan,  nan,  nan,1,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,125,  nan,1,  nan,  nan,  nan,7603000,  nan,0,  nan,  nan,0,  nan,16,  nan,0.26973,-2,0.04625,0,1349.06641,15.9,  nan,  nan,65,0,0.03994,7193,  nan,  nan,20.586,  nan,15,0,0,2.41172,1,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.128571429,  nan,0,1,36.93,1,23.0889,34.7627,17.5,0,  nan,100,10.9,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.1746875,0.35,  nan,0.025,0.2148,  nan,0.02,14.78555,  nan,10,125,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.26896,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00484,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.31993,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.21323,0,  nan,1.8,  nan,0,0,1.1,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,36.05,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05973,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,36,  nan,1.06628,15,  nan,  nan,  nan,  nan,6.1,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,126,  nan,1,  nan,  nan,  nan,11923000,  nan,0,  nan,  nan,0,  nan,17,  nan,0.26973,-2,0.04625,0,1348.35657,8.6,  nan,  nan,65,0,0.03994,7193,  nan,  nan,17.83,  nan,15,0,0,2.41172,6.1,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.135142857,  nan,0,1,36.93,1,23.0889,34.7627,16.6,0,  nan,100,3.6,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.265,0.35,  nan,0.025,0.2148,  nan,0.02,14.84312,  nan,10,126,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.32881,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.0048,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.3381,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.21712,0,  nan,1.4,  nan,0,0,6.2,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,35.54,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05974,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,35,  nan,1.06628,15,  nan,  nan,  nan,  nan,0,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,127,  nan,1,  nan,  nan,  nan,24624000,  nan,0,  nan,  nan,0,  nan,18,  nan,0.26973,-2,0.04625,0,1347.65222,6.1,  nan,  nan,65,0,0.03994,7193,  nan,  nan,18.809,  nan,15,0,0,2.41172,0,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.141714286,  nan,0,1,36.93,1,23.0889,34.7627,19,0,  nan,100,1.1,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.3553125,0.35,  nan,0.025,0.2148,  nan,0.02,14.90016,  nan,10,127,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.38817,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00477,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.35585,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.22094,0,  nan,1.2,  nan,0,0,0.1,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,35.2,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05975,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,39.54,  nan,1.06628,15,  nan,  nan,  nan,  nan,0.4,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,128,  nan,1,  nan,  nan,  nan,21514000,  nan,0,  nan,  nan,0,  nan,19,  nan,0.26973,-2,0.04625,0,1346.95361,8,  nan,  nan,65,0,0.03994,7193,  nan,  nan,19.786,  nan,15,0,0,2.41172,0.4,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.148285714,  nan,0,1,36.93,1,23.0889,34.7627,19.6,0,  nan,100,3,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.445625,0.35,  nan,0.025,0.2148,  nan,0.02,14.95663,  nan,10,128,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.447,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00473,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.37511,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.22469,0,  nan,1.8,  nan,0,0,0.5,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,40.22,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05976,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,39.54,  nan,1.06628,15,  nan,  nan,  nan,  nan,0,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,129,  nan,1,  nan,  nan,  nan,12269000,  nan,0,  nan,  nan,0,  nan,20,  nan,0.26973,-2,0.04625,0,1346.26099,10.1,  nan,  nan,65,0,0.03994,7193,  nan,  nan,18.407,  nan,15,0,0,2.41172,0,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.154857143,  nan,0,1,36.93,1,23.0889,34.7627,16.8,0,  nan,100,5.1,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.5359375,0.35,  nan,0.025,0.2148,  nan,0.02,15.01251,  nan,10,129,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.50527,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.0047,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.39438,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.22838,0,  nan,1.1,  nan,0,0,0.1,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,39.96,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05977,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,38.86,  nan,1.06628,15,  nan,  nan,  nan,  nan,0,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,130,  nan,1,  nan,  nan,  nan,22723000,  nan,0,  nan,  nan,0,  nan,21,  nan,0.26973,-2,0.04625,0,1345.57446,9.5,  nan,  nan,65,0,0.03994,7193,  nan,  nan,18.872,  nan,15,0,0,2.41172,0,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.161428571,  nan,0,1,36.93,1,23.0889,34.7627,17.7,0,  nan,100,4.5,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.62625,0.35,  nan,0.025,0.2148,  nan,0.02,15.06779,  nan,10,130,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.56295,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00466,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.41372,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.232,0,  nan,1.9,  nan,0,0,0.1,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,39.62,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05978,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,37.92,  nan,1.06628,15,  nan,  nan,  nan,  nan,0,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,131,  nan,1,  nan,  nan,  nan,23242000,  nan,0,  nan,  nan,0,  nan,22,  nan,0.26973,-2,0.04625,0,1344.89429,11.1,  nan,  nan,65,0,0.03994,7193,  nan,  nan,20.969,  nan,15,0,0,2.41172,0,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.168,  nan,0,1,36.93,1,23.0889,34.7627,20,0,  nan,100,6.1,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.7165625,0.35,  nan,0.025,0.2148,  nan,0.02,15.12242,  nan,10,131,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.62002,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00462,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.43515,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.23555,0,  nan,2.2,  nan,0,0,0.1,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,39.45,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.05979,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,37.58,  nan,1.06628,15,  nan,  nan,  nan,  nan,7.8,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,132,  nan,1,  nan,  nan,  nan,11664000,  nan,0,  nan,  nan,0,  nan,23,  nan,0.26973,-2,0.04625,0,1344.2207,13.9,  nan,  nan,65,0,0.03994,7193,  nan,  nan,18.16,  nan,15,0,0,2.41172,7.8,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.174571429,  nan,0,1,36.93,1,23.0889,34.7627,14.9,0,  nan,100,8.9,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.806875,0.35,  nan,0.025,0.2148,  nan,0.02,15.17638,  nan,10,132,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.67644,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00458,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.45586,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.23903,0,  nan,3.7,  nan,0,0,7.9,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
0.7,  nan,0.35,10,  nan,38.94,0.02,10,3284.20996,10,0.01665,0.25,0.04,  nan,15,  nan,0.65,0.0598,0.0055,60,350,  nan,  nan,  nan,  nan,0,51.58,-1,  nan,36.56,  nan,1.06628,15,  nan,  nan,  nan,  nan,7.8,0.0124,0.7054,  nan,0.3,  nan,3693,  nan,0.03,55,  nan,  nan,  nan,48041.87891,0,110,  nan,1.44,5,50,45,1,0,  nan,0,35,0,0,0,0,0,0,0,0,0,  nan,0,0.015,133,  nan,1,  nan,  nan,  nan,20650000,  nan,0,  nan,  nan,0,  nan,24,  nan,0.26973,-2,0.04625,0,1343.55383,11.1,  nan,  nan,65,0,0.03994,7193,  nan,  nan,16.638,  nan,15,0,0,2.41172,7.8,0.25,0.47277,  nan,  nan,3500,  nan,0.00001,  nan,0.473,0.11621,  nan,  nan,0.7,100,  nan,1.06628,  nan,  nan,  nan,6,  nan,0,  nan,0,0,100,  nan,1,0,1,  nan,  nan,0,  nan,0.1641,0.181142857,  nan,0,1,36.93,1,23.0889,34.7627,13.9,0,  nan,100,6.1,0.00001,  nan,35,  nan,0,25,  nan,25,  nan,0.00729,0,  nan,  nan,  nan,10.8971875,0.35,  nan,0.025,0.2148,  nan,0.02,15.22964,  nan,10,133,0,  nan,215.78999,5,  nan,0,  nan,  nan,  nan,15.73218,  nan,  nan,  nan,  nan,0,1.35,  nan,  nan,  nan,0.00001,  nan,0.00455,0,  nan,5,  nan,  nan,0.02996,  nan,65,0,  nan,0.3,  nan,0.005,0.47416,  nan,  nan,  nan,  nan,  nan,-1,  nan,0,  nan,  nan,  nan,  nan,  nan,  nan,0.3,  nan,0,0.24244,0,  nan,4.1,  nan,0,0,7.9,75,0.28906,0.56094,0,2,290,55,65,  nan,0.16517,25
